ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
A,2011-10-31,Life Sciences Tools & Services,AMP|WYNN|RJF|FITB|PFG,WAT|CRL|DHR|MTD|TMO,0.9208402815370287,0.9150503340250437,0.0057899475119850274
BAX,2020-12-31,Health Care Equipment,COO|VRSN|PSA|BRO|MKC,IDXX|RVTY|PODD|RMD|BSX,0.4560455593874058,0.43435795295085194,0.021687606436553875
BDX,2020-12-31,Health Care Equipment,MO|ICE|BR|PM|BRO,ZBH|RMD|BSX|DXCM|STE,0.24342172528235703,0.06667266114115354,0.1767490641412035
BEN,2020-12-31,Asset Management & Custody Banks,ROST|BK|HLT|VTRS|CINF,APO|KKR|BK|BX|BLK,0.5389547915423021,0.4265070628095121,0.11244772873278996
BIIB,2020-12-31,Biotechnology,REG|FRT|KIM|VRTX|HST,REGN|AMGN|VRTX|GILD|MRNA,-0.14067923193731657,0.41781176564664724,-0.5584909975839638
BK,2020-12-31,Asset Management & Custody Banks,HLT|VTRS|TRV|ALLE|HII,BEN|TROW|IVZ|BX|KKR,0.5825617524868452,0.452547197842704,0.1300145546441412
BKNG,2020-12-31,"Hotels, Resorts & Cruise Lines",OMC|IT|CPAY|CI|ROST,MAR|CCL|HLT|EXPE|RCL,0.7722202869880077,0.8510867866776305,-0.07886649968962278
BLDR,2020-12-31,Building Products,WY|MOS|VICI|ON|SYF,AOS|JCI|LII|TT|ALLE,0.6249621709632998,0.7149500813153322,-0.08998791035203246
BLK,2020-12-31,Asset Management & Custody Banks,RMD|AVY|IR|CSX|TDY,AMP|TROW|STT|NTRS|BEN,0.7726586862977053,0.5953660742953046,0.17729261200240065
BMY,2020-12-31,Pharmaceuticals,CHTR|COST|VZ|RVTY|MRK,ZTS|JNJ|MRK|LLY|VTRS,0.4692247172487677,0.6189335212899106,-0.14970880404114295
BSX,2020-12-31,Health Care Equipment,AMGN|VRSN|DLR|MA|INCY,MDT|RVTY|BAX|ZBH|DXCM,0.2983232369815021,0.7313155553939503,-0.43299231841244823
BX,2020-12-31,Asset Management & Custody Banks,HPQ|ADI|ARES|TEL|EXC,ARES|BK|AMP|STT|TROW,0.5177135099122073,0.18689739433789623,0.3308161155743111
C,2020-12-31,Diversified Banks,COF|WFC|HCA|LYV|MS,PNC|USB|BAC|WFC|JPM,0.813565295192724,0.8646648890299693,-0.05109959383724527
CAG,2020-12-31,Packaged Foods & Meats,SJM|PCAR|RSG|MDLZ|WM,GIS|HRL|SJM|HSY|TSN,0.34469444679826733,0.6022590692784319,-0.25756462248016454
CB,2020-12-31,Property & Casualty Insurance,SCHW|HON|ANET|IT|NWSA,ACGL|WRB|PGR|TRV|ALL,0.7835332189115922,0.9398199991657379,-0.15628678025414566
CBOE,2020-12-31,Financial Exchanges & Data,ATO|MSI|CPT|FTV|GD,MCO|MSCI|NDAQ|SPGI|ICE,0.47830979423069164,0.7957392660001221,-0.3174294717694305
CCL,2020-12-31,"Hotels, Resorts & Cruise Lines",RCL|SPG|UAL|WYNN|FANG,NCLH|BKNG|MAR|RCL|EXPE,0.7091929393470051,0.8278581746770448,-0.1186652353300397
CDNS,2020-12-31,Application Software,SNPS|TTWO|ISRG|CPRT|EW,PTC|WDAY|TRMB|ADBE|DDOG,0.7268967494759222,0.7247201754143698,0.002176574061552361
CINF,2020-12-31,Property & Casualty Insurance,SMCI|BEN|ROST|GPN|TJX,WRB|ACGL|HIG|PGR|ALL,0.6656495048557662,0.7547238846086023,-0.08907437975283605
CME,2020-12-31,Financial Exchanges & Data,IQV|PPL|AMCR|CPT|ZBH,ICE|MCO|MSCI|CBOE|NDAQ,0.6564216244430755,0.7308189625114844,-0.07439733806840887
CMS,2020-12-31,Multi-Utilities,JKHY|AEP|AON|WTW|NOC,NEE|NI|SRE|XEL|CNP,0.6925077039354766,0.8454569478163093,-0.15294924388083275
CNP,2020-12-31,Multi-Utilities,HAS|KMI|NXPI|DOW|LUV,NI|SRE|PCG|CMS|NEE,0.22270159703646622,0.7350128001927007,-0.5123112031562345
COP,2020-12-31,Oil & Gas Exploration & Production,SYY|ULTA|PRU|TFC|PFG,APA|TPL|FANG|OXY|CTRA,0.6118001988662976,0.8894530174343499,-0.27765281856805235
CPAY,2020-12-31,Transaction & Payment Processing Services,UDR|WAB|ESS|TJX|EQR,XYZ|JKHY|FIS|V|FISV,0.6638712000099671,0.8159718363630328,-0.1521006363530657
CPB,2020-12-31,Packaged Foods & Meats,WM|SJM|RSG|CAG|PCAR,MDLZ|HRL|CAG|KHC|TSN,0.3715595166291779,0.48077317062493674,-0.10921365399575883
CRL,2020-12-31,Life Sciences Tools & Services,CMG|DELL|MCO|AMCR|EPAM,TMO|MTD|IQV|WAT|A,0.5703777277575593,0.8624251209411073,-0.292047393183548
CRM,2020-12-31,Application Software,DHI|LULU|CTRA|INTC|SPGI,ADBE|TYL|CDNS|INTU|ORCL,0.2601950079053007,0.7330852242219185,-0.47289021631661776
CTRA,2020-12-31,Oil & Gas Exploration & Production,LULU|FIS|CNC|CTAS|INTC,EQT|TPL|DVN|APA|COP,-0.25536252244995156,0.42486239310306356,-0.6802249155530151
D,2020-12-31,Multi-Utilities,AMT|ES|WEC|CCI|FDS,ED|SRE|PNW|NI|DTE,0.591743725451767,0.7643539487746365,-0.17261022332286946
DD,2020-12-31,Specialty Chemicals,GS|SBUX|NRG|HPQ|TKO,ALB|IFF|SHW|ECL|LYB,0.33993142894333883,0.383886570567401,-0.043955141624062166
DDOG,2020-12-31,Application Software,DHI|LEN|PHM|DXCM|GNRC,TYL|FICO|ORCL|ADBE|CRM,0.599003803981576,0.4832934171191476,0.11571038686242846
DELL,2020-12-31,"Technology Hardware, Storage & Peripherals",INVH|NDSN|CRL|MCO|LH,NTAP|AAPL|HPE|HPQ|WDC,0.48084745805603696,0.13859758679758724,0.34224987125844974
DHR,2020-12-31,Life Sciences Tools & Services,TMO|DG|KMB|HRL|CHD,CRL|WAT|TMO|IQV|A,-0.0028649977195935273,0.7706602209476392,-0.7735252186672327
DOV,2020-12-31,Industrial Machinery & Supplies & Components,SO|PNR|TEL|YUM|EXC,FTV|XYL|IR|IEX|SNA,0.8083864152590192,0.8026364663474697,0.005749948911549563
DTE,2020-12-31,Multi-Utilities,FISV|ECL|NSC|CDW|PNW,ED|PNW|CMS|AEE|CNP,0.4815637615885014,0.8084082730773414,-0.32684451148884003
DUK,2020-12-31,Electric Utilities,SHW|ES|COR|ORLY|LNT,LNT|VST|ES|SO|EIX,0.18324969400567126,0.4665912891054818,-0.28334159509981055
DVN,2020-12-31,Oil & Gas Exploration & Production,HAL|OXY|FANG|OKE|MPC,OXY|EQT|EOG|CTRA|FANG,0.8087152901880192,0.8784023315555161,-0.06968704136749682
DXCM,2020-12-31,Health Care Equipment,LOW|EPAM|BSX|DLR|ADBE,MDT|RVTY|ABT|RMD|ZBH,0.5266248125148144,0.7135453893650219,-0.18692057685020746
ECL,2020-12-31,Specialty Chemicals,DTE|FISV|NSC|PNW|CDW,LYB|SHW|ALB|PPG|IFF,0.5536366229705243,0.7554059225646301,-0.20176929959410583
ED,2020-12-31,Multi-Utilities,LMT|CCI|WEC|HD|LNT,CNP|CMS|XEL|SRE|D,0.5943370298727928,0.5340958357189246,0.060241194153868194
EIX,2020-12-31,Electric Utilities,ADP|TRV|PKG|HII|HON,AEP|WEC|DUK|PEG|FE,0.655431770196588,0.6384316481231681,0.017000122073419943
EOG,2020-12-31,Oil & Gas Exploration & Production,SLB|PSX|COP|MPC|MAR,TPL|APA|FANG|COP|EQT,0.745140282640754,0.6840520505756381,0.06108823206511593
EQT,2020-12-31,Oil & Gas Exploration & Production,MOS|PCG|VTR|WMB|BLDR,FANG|OXY|EOG|TPL|DVN,0.3427361033567701,0.38893950945614114,-0.046203406099371014
ES,2020-12-31,Electric Utilities,MAA|AMCR|AEE|D|DUK,PPL|ETR|AEP|EVRG|VST,0.7502355749967067,0.6360866497047841,0.11414892529192255
ETR,2020-12-31,Electric Utilities,DTE|ECL|CNC|D|FISV,VST|AEP|ES|SO|WEC,0.4501932126127536,0.7072698800866658,-0.2570766674739122
EVRG,2020-12-31,Electric Utilities,SO|LH|AIZ|EXC|PAYX,ES|EIX|VST|FE|WEC,0.6631239207623605,0.797420920729134,-0.13429699996677347
EW,2020-12-31,Health Care Equipment,PM|STZ|ISRG|EL|EXR,ABT|IDXX|BAX|BSX|MDT,0.6355094025195371,0.543930619170177,0.0915787833493601
EXC,2020-12-31,Electric Utilities,DOV|PAYX|ADI|PNR|SO,PEG|VST|EVRG|ETR|FE,0.5495624325229856,0.855668478309143,-0.3061060457861574
EXPE,2020-12-31,"Hotels, Resorts & Cruise Lines",HBAN|RF|KEY|CBRE|CFG,RCL|MAR|CCL|NCLH|HLT,0.7684413592901858,0.6425292109433047,0.12591214834688103
FANG,2020-12-31,Oil & Gas Exploration & Production,DVN|OXY|HAL|WYNN|MPC,EQT|APA|CTRA|OXY|COP,0.7972597405504933,0.7128530476284534,0.08440669292203995
FDS,2020-12-31,Financial Exchanges & Data,CASY|COR|SHW|CCI|AWK,NDAQ|CBOE|ICE|MCO|MSCI,0.512178886779622,0.7245709114598355,-0.21239202468021356
FE,2020-12-31,Electric Utilities,IRM|VST|AVGO|FTNT|TKO,EIX|SO|DUK|PPL|AEP,0.32940092966419,0.7849083560242157,-0.4555074263600257
FICO,2020-12-31,Application Software,KKR|GPN|DECK|LH|DOC,ORCL|TRMB|DDOG|ADBE|CRM,0.5540641006105063,0.5879291610461722,-0.03386506043566595
FIS,2020-12-31,Transaction & Payment Processing Services,CASY|FDS|COR|WTW|ATO,GPN|PYPL|XYZ|MA|CPAY,0.33886748009836254,0.5986491136930022,-0.2597816335946397
FISV,2020-12-31,Transaction & Payment Processing Services,DTE|NSC|PNW|ECL|CDW,V|PYPL|MA|FIS|GPN,0.7288426501506816,0.8750820041535421,-0.14623935400286048
FSLR,2020-12-31,Semiconductors,QCOM|HPE|RL|WBD|CF,TXN|AMD|MCHP|AVGO|MU,0.17793711552003316,0.3195857548677883,-0.14164863934775512
FTV,2020-12-31,Industrial Machinery & Supplies & Components,CPT|SRE|CMI|PNR|SO,SNA|PH|IR|NDSN|XYL,0.7037594967659521,0.8119787785964051,-0.10821928183045304
GD,2020-12-31,Aerospace & Defense,LHX|ADM|MSI|ROP|ITW,AXON|NOC|GE|LMT|HWM,0.6701566632292416,0.6124333034920312,0.05772335973721043
GE,2020-12-31,Aerospace & Defense,BKR|COHR|ALB|IVZ|MU,HII|NOC|TXT|TDG|RTX,0.4760846494315882,0.549862779971052,-0.07377813053946386
GILD,2020-12-31,Biotechnology,XEL|MCD|CMS|LMT|LNT,MRNA|VRTX|ABBV|BIIB|AMGN,0.12974917403301753,0.2862881098756571,-0.1565389358426396
GIS,2020-12-31,Packaged Foods & Meats,DG|SJM|KR|HRL|KMB,SJM|TSN|HSY|CAG|MDLZ,0.7679478309931986,0.6227511981372682,0.14519663285593043
GPN,2020-12-31,Transaction & Payment Processing Services,SW|CRH|SYK|FICO|IQV,FISV|JKHY|CPAY|V|XYZ,0.7477327860670552,0.8660021449130041,-0.11826935884594891
GWW,2020-12-31,Industrial Machinery & Supplies & Components,JCI|TT|TXN|APH|LHX,SWK|FTV|HUBB|PH|NDSN,0.5831166679951217,0.6138829802119041,-0.030766312216782388
HIG,2020-12-31,Property & Casualty Insurance,TXT|LYB|UHS|USB|L,PGR|TRV|ALL|WRB|CB,0.8399142718431228,0.8183066750770048,0.02160759676611801
HII,2020-12-31,Aerospace & Defense,EIX|BK|WAT|CAT|PKG,LHX|GE|TXT|NOC|AXON,0.539505221314081,0.6411387701832483,-0.10163354886916731
HLT,2020-12-31,"Hotels, Resorts & Cruise Lines",BK|TRV|EG|ALLE|JPM,CCL|RCL|MAR|NCLH|EXPE,0.6987679892006573,0.7238299524447849,-0.025061963244127572
HPE,2020-12-31,"Technology Hardware, Storage & Peripherals",WBD|HLT|EMR|CF|LVS,AAPL|NTAP|HPQ|SMCI|STX,0.06910699910286805,0.6330773946678396,-0.5639703955649715
HPQ,2020-12-31,"Technology Hardware, Storage & Peripherals",BX|ADI|TRMB|DD|TKO,SMCI|DELL|AAPL|STX|HPE,0.6437121152880662,0.46930912991246404,0.17440298537560212
HRL,2020-12-31,Packaged Foods & Meats,KMB|CHD|GIS|KR|SJM,CAG|KHC|MKC|TSN|MDLZ,0.7865044851771739,0.6158392950103178,0.1706651901668561
HSY,2020-12-31,Packaged Foods & Meats,PEP|MRSH|PEG|RSG|MDLZ,MKC|TSN|GIS|KHC|MDLZ,0.8084825687236895,0.4270408264436198,0.3814417422800697
HUBB,2020-12-31,Industrial Machinery & Supplies & Components,FTV|PAYX|NI|CSX|RMD,PNR|IR|PH|GWW|FTV,0.4301205369310192,0.6782959249672329,-0.2481753880362137
HWM,2020-12-31,Aerospace & Defense,TPL|C|BKR|CFG|LYV,NOC|GD|TDG|LHX|TXT,0.7367039355481955,0.8411464001525057,-0.10444246460431028
ICE,2020-12-31,Financial Exchanges & Data,BDX|AJG|PM|BRO|KDP,CBOE|MCO|SPGI|CME|NDAQ,0.6877435930010305,0.8601132496974301,-0.1723696566963996
IDXX,2020-12-31,Health Care Equipment,TECH|CMCSA|RVTY|IEX|POOL,DXCM|RVTY|PODD|BAX|ISRG,0.604888752375437,0.7636047979179779,-0.15871604554254082
IEX,2020-12-31,Industrial Machinery & Supplies & Components,CMCSA|ADM|JBHT|LIN|FAST,PNR|SWK|XYL|FTV|HUBB,0.6251474416041704,0.7470558397443198,-0.12190839814014942
IFF,2020-12-31,Specialty Chemicals,EQIX|JKHY|MAS|WTW|NOC,SHW|LYB|ECL|PPG|ALB,0.5147820290508948,0.5805307222155353,-0.06574869316464049
INCY,2020-12-31,Biotechnology,IFF|EQIX|MAS|AMGN|JKHY,MRNA|REGN|ABBV|GILD|BIIB,0.4897505002108925,0.2274447711452034,0.2623057290656891
INTC,2020-12-31,Semiconductors,SWKS|HUM|INVH|CTRA|VMC,FSLR|ON|MU|NVDA|SWKS,0.2466378798408375,0.5526932976664333,-0.30605541782559575
INTU,2020-12-31,Application Software,CMG|IQV|ZBH|KHC|NEE,CDNS|SNPS|TRMB|WDAY|ADSK,0.5611269106995954,0.8136084913715138,-0.2524815806719184
IQV,2020-12-31,Life Sciences Tools & Services,CME|CPT|TROW|AMCR|ZBH,WAT|TMO|TECH|A|DHR,0.7778714584464292,0.8451414689892867,-0.06727001054285742
IR,2020-12-31,Industrial Machinery & Supplies & Components,TDY|IP|AVY|NWSA|RMD,GWW|PNR|FTV|DOV|NDSN,0.6290553374237102,0.710715685166672,-0.08166034774296183
ISRG,2020-12-31,Health Care Equipment,IRM|CPRT|ARE|EW|COO,ABT|IDXX|ZBH|BAX|BDX,0.5329867539460862,0.5308626253571742,0.0021241285889119776
ITW,2020-12-31,Industrial Machinery & Supplies & Components,COR|MSI|DGX|SHW|CMI,HUBB|IR|FTV|DOV|PNR,0.6873897068144805,0.849609417218578,-0.16221971040409744
IVZ,2020-12-31,Asset Management & Custody Banks,FCX|BKR|C|MPC|PSKY,ARES|APO|TROW|BLK|NTRS,0.6540719004361549,0.5709426428561278,0.0831292575800271
JCI,2020-12-31,Building Products,GWW|LHX|TXN|CSCO|J,MAS|TT|BLDR|AOS|ALLE,0.5733142158221747,0.751521186884156,-0.17820697106198136
JKHY,2020-12-31,Transaction & Payment Processing Services,CMS|MAS|MKC|WTW|AON,CPAY|FISV|FIS|MA|XYZ,0.5216036294920593,0.6705468579180631,-0.14894322842600383
JNJ,2020-12-31,Pharmaceuticals,EXPD|KO|MRK|BDX|MO,PFE|VTRS|BMY|LLY|ZTS,0.40086670953997533,0.31780010515847346,0.08306660438150187
JPM,2020-12-31,Diversified Banks,BAC|SCHW|HLT|L|CF,PNC|WFC|USB|C|TFC,0.9112260492774397,0.9161749853686993,-0.004948936091259681
KHC,2020-12-31,Packaged Foods & Meats,LDOS|STZ|PEG|MSI|YUM,MKC|SJM|CPB|HRL|HSY,0.10952455386775714,0.7303175376729918,-0.6207929838052346
KKR,2020-12-31,Asset Management & Custody Banks,LH|ARES|FICO|ROK|AIZ,ARES|BX|BK|NTRS|STT,0.7236919939096226,0.623888912802122,0.09980308110750058
LHX,2020-12-31,Aerospace & Defense,JCI|GWW|PNW|GD|J,NOC|GE|GD|HII|HWM,0.5533642270775848,0.836324825928529,-0.28296059885094416
LII,2020-12-31,Building Products,AOS|STE|WTW|LNT|COR,TT|BLDR|JCI|AOS|ALLE,0.27624814565180106,0.3643963701534992,-0.08814822450169812
LLY,2020-12-31,Pharmaceuticals,EFX|EA|SNPS|PM|TTWO,ZTS|BMY|VTRS|MRK|PFE,0.11682001402031787,0.5202452821331665,-0.40342526811284857
LMT,2020-12-31,Aerospace & Defense,ORLY|ED|AEE|GILD|WEC,GE|TXT|GD|HII|NOC,0.175206162019554,0.6362638294813439,-0.4610576674617899
LNT,2020-12-31,Electric Utilities,CMS|AEP|WTW|COR|BF-B,FE|WEC|EIX|EVRG|DUK,0.6415886086618826,0.8041590699988028,-0.1625704613369202
LYB,2020-12-31,Specialty Chemicals,TXT|FITB|LYV|HIG|TFC,ALB|ECL|IFF|DD|PPG,0.8188099047426888,0.7878330627052734,0.030976842037415353
MA,2020-12-31,Transaction & Payment Processing Services,ADBE|INTU|ZBH|CME|CMG,CPAY|FISV|V|XYZ|FIS,0.7938308278318968,0.8292225581077768,-0.03539173027587994
MAR,2020-12-31,"Hotels, Resorts & Cruise Lines",TXT|LYB|HIG|RF|PH,RCL|CCL|NCLH|EXPE|HLT,0.7266274410378103,0.9069410989006582,-0.18031365786284792
MAS,2020-12-31,Building Products,JKHY|MKC|IFF|WTW|CSGP,ALLE|LII|AOS|JCI|BLDR,0.3369265113326622,0.7160221375004434,-0.3790956261677812
MCHP,2020-12-31,Semiconductors,KLAC|STLD|LUV|RJF|DOW,AVGO|FSLR|MU|AMD|SWKS,0.8055602097859896,0.8629480960075248,-0.05738788622153512
MCO,2020-12-31,Financial Exchanges & Data,HUM|DELL|PLD|CRL|LOW,FDS|CBOE|CME|NDAQ|SPGI,0.46798216701374595,0.5858776464641524,-0.11789547945040646
MDLZ,2020-12-31,Packaged Foods & Meats,MRSH|PG|RSG|CAG|PEP,CPB|CAG|KHC|SJM|MKC,0.7497905712067486,0.11201760479923975,0.6377729664075089
MDT,2020-12-31,Health Care Equipment,CMCSA|IEX|STZ|MMM|ADM,DXCM|IDXX|STE|ZBH|RVTY,0.7865067230785374,0.7335397255773441,0.05296699750119327
MKC,2020-12-31,Packaged Foods & Meats,JKHY|BRO|NOC|MAS|ZTS,MDLZ|CPB|SJM|HSY|GIS,0.10660229231591145,0.6963377320006463,-0.5897354396847349
MPWR,2020-12-31,Semiconductors,DECK|MSCI|SW|GPN|FICO,ADI|FSLR|INTC|AMD|NVDA,0.6628255878749465,0.800952714651184,-0.1381271267762375
MRK,2020-12-31,Pharmaceuticals,CAG|PG|MDLZ|SJM|RSG,LLY|ZTS|PFE|JNJ|VTRS,0.018691429231370328,0.706952725874528,-0.6882612966431576
MRNA,2020-12-31,Biotechnology,TTD|XYZ|EQT|CVNA|WSM,GILD|ABBV|VRTX|INCY|BIIB,-0.25728983892613433,-0.1260175688797794,-0.13127227004635492
MSCI,2020-12-31,Financial Exchanges & Data,SYK|ADSK|TROW|SW|CRH,CME|CBOE|ICE|FDS|MCO,0.35465151183378674,0.7572186063335499,-0.40256709449976313
MTD,2020-12-31,Life Sciences Tools & Services,J|BALL|GWW|TT|APH,IQV|A|TMO|TECH|CRL,0.672635209356872,0.9006388879773038,-0.2280036786204318
MU,2020-12-31,Semiconductors,MS|BG|C|TER|WBD,MCHP|ON|NXPI|AMD|SWKS,0.2934249537102699,0.7802849412391556,-0.4868599875288857
NCLH,2020-12-31,"Hotels, Resorts & Cruise Lines",APA|UAL|RCL|MGM|CCL,HLT|RCL|CCL|BKNG|EXPE,0.8381688126117725,0.7794103615743895,0.058758451037382975
NDAQ,2020-12-31,Financial Exchanges & Data,CSGP|NKE|AWK|BRO|MAS,MCO|ICE|CBOE|SPGI|FDS,0.550773308797745,0.557689201622792,-0.00691589282504701
NDSN,2020-12-31,Industrial Machinery & Supplies & Components,CTAS|INVH|LH|DELL|ES,HUBB|IR|DOV|GWW|SWK,0.5976697312004293,0.6965047212619503,-0.09883499006152097
NEE,2020-12-31,Multi-Utilities,PEG|ARE|PEP|HSY|KHC,PCG|CMS|XEL|DTE|D,0.6615616531383579,0.6628300401915319,-0.0012683870531740027
NI,2020-12-31,Multi-Utilities,HUBB|DGX|ITW|FTV|CMI,DTE|SRE|AEE|D|PCG,0.11617174878940445,0.8193116616259841,-0.7031399128365796
NOC,2020-12-31,Aerospace & Defense,CMS|JKHY|AON|MKC|WTW,HII|GD|BA|TDG|HWM,0.33857169736752146,0.6942104516398393,-0.35563875427231784
NTAP,2020-12-31,"Technology Hardware, Storage & Peripherals",BG|GS|PANW|DIS|CIEN,HPE|WDC|STX|SMCI|HPQ,-0.30414834666913454,0.6980496057216371,-1.0021979523907716
NTRS,2020-12-31,Asset Management & Custody Banks,WAB|EG|NUE|ELV|SNA,KKR|TROW|APO|BX|IVZ,0.8238929721423999,0.46140372802424456,0.3624892441181553
NVDA,2020-12-31,Semiconductors,AMD|BBY|FDX|CRM|DHI,MPWR|AVGO|ADI|SWKS|NXPI,0.6770343991913352,0.6429402736903234,0.034094125501011874
NXPI,2020-12-31,Semiconductors,DOW|KLAC|CNP|MCHP|WMB,AVGO|SWKS|MPWR|MCHP|ON,0.7996676931634747,0.8455839200801029,-0.04591622691662811
ON,2020-12-31,Semiconductors,APTV|SYF|PSKY|TDG|COF,AVGO|AMD|ADI|NVDA|SWKS,0.6348660650904904,0.7484347890050165,-0.1135687239145261
ORCL,2020-12-31,Application Software,IRM|COO|ARE|ISRG|CPRT,ADBE|PTC|CRM|SNPS|CDNS,0.5196134759211913,0.0516990737412803,0.46791440217991104
OXY,2020-12-31,Oil & Gas Exploration & Production,DVN|FANG|HAL|TRGP|APA,DVN|CTRA|EQT|APA|COP,0.88676715939123,0.8890477629138612,-0.0022806035226312638
PCG,2020-12-31,Multi-Utilities,PSKY|TDG|AMP|APTV|ON,NEE|NI|CMS|ED|SRE,0.22725453749423957,0.41321450881078986,-0.1859599713165503
PEG,2020-12-31,Electric Utilities,HSY|NEE|UNP|PEP|KHC,WEC|VST|PPL|EXC|ES,0.757532082981076,0.8747917197360163,-0.11725963675494033
PFE,2020-12-31,Pharmaceuticals,CVS|CHTR|COST|ABBV|BMY,VTRS|ZTS|MRK|LLY|JNJ,0.35630964518490643,0.5969815251780874,-0.24067187999318101
PGR,2020-12-31,Property & Casualty Insurance,EA|VRSN|COO|BAX|GEN,WRB|TRV|CINF|CB|HIG,0.5077826583851577,0.7123399580347964,-0.20455729964963876
PH,2020-12-31,Industrial Machinery & Supplies & Components,MET|RJF|AMAT|F|AFL,ITW|SWK|GWW|NDSN|PNR,0.7954717069139278,0.5982009931847992,0.19727071372912852
PNC,2020-12-31,Diversified Banks,USB|SCHW|L|RTX|RJF,TFC|JPM|WFC|BAC|USB,0.8858622036920684,0.9095703024437997,-0.0237080987517313
PNR,2020-12-31,Industrial Machinery & Supplies & Components,TROW|DOV|SO|TEL|AME,DOV|PH|FTV|IEX|SNA,0.4254320279270148,0.5679807298669887,-0.14254870193997388
PNW,2020-12-31,Multi-Utilities,FISV|LHX|DTE|GWW|ITW,CNP|CMS|SRE|XEL|AEE,0.5116098053723269,0.8543412782804358,-0.3427314729081089
PODD,2020-12-31,Health Care Equipment,FIS|NOW|CASY|ODFL|LII,BDX|RMD|ABT|ZBH|BAX,0.6357096239409529,0.5090454306844255,0.12666419325652734
PPG,2020-12-31,Specialty Chemicals,APH|J|TT|SNA|GWW,LYB|SHW|ECL|DD|IFF,0.5155154708010453,0.6143306066742752,-0.09881513587322988
PPL,2020-12-31,Electric Utilities,MAA|CME|CPT|AMCR|IQV,EIX|DUK|VST|EXC|SO,0.6790684329433632,0.7210413736909357,-0.04197294074757252
PTC,2020-12-31,Application Software,PKG|HON|TRV|KEYS|WAT,FICO|WDAY|CRM|ADSK|TRMB,0.15246245934909125,0.7233224387333338,-0.5708599793842426
PYPL,2020-12-31,Transaction & Payment Processing Services,POOL|NOW|NFLX|CMG|MA,V|JKHY|MA|GPN|FIS,0.5739253194429766,0.5405550863517087,0.033370233091267965
QCOM,2020-12-31,Semiconductors,PWR|NWSA|RMD|CAH|IR,MU|NXPI|TXN|AVGO|FSLR,0.4859790325922559,0.7556876496960624,-0.2697086171038065
RCL,2020-12-31,"Hotels, Resorts & Cruise Lines",UAL|CCL|SPG|MGM|VTR,HLT|EXPE|BKNG|CCL|MAR,0.8589452392683472,0.8274980580536206,0.03144718121472656
REGN,2020-12-31,Biotechnology,DPZ|APD|SBAC|NEM|EQIX,MRNA|VRTX|GILD|ABBV|BIIB,0.3391529510090897,0.35890118772078267,-0.019748236711692957
RMD,2020-12-31,Health Care Equipment,BLK|AVY|IR|IP|CSX,ZBH|BDX|STE|BAX|BSX,0.4444961298983348,0.6330978958270953,-0.1886017659287605
RTX,2020-12-31,Aerospace & Defense,AFL|WAB|CBRE|MET|USB,LHX|TDG|LMT|HII|AXON,0.6897401114117427,0.6110629968710665,0.07867711454067627
RVTY,2020-12-31,Health Care Equipment,CHTR|IEX|LIN|A|CMCSA,RMD|DXCM|IDXX|ZBH|EW,0.4143648250617247,0.5186081095379091,-0.10424328447618447
SHW,2020-12-31,Specialty Chemicals,COR|ITW|DUK|CMI|MSI,DD|ECL|IFF|PPG|LYB,0.424543438184877,0.5377155184440863,-0.11317208025920927
SJM,2020-12-31,Packaged Foods & Meats,CAG|CPB|PCAR|GIS|PG,MKC|TSN|KHC|CAG|HSY,0.746331804484629,0.5483579295573685,0.19797387492726048
SMCI,2020-12-31,"Technology Hardware, Storage & Peripherals",CINF|CPAY|ROST|TJX|ELV,WDC|AAPL|NTAP|DELL|HPQ,0.5512617241430056,0.30194829423084085,0.2493134299121647
SNA,2020-12-31,Industrial Machinery & Supplies & Components,NUE|NWSA|NWS|DLTR|PPG,SWK|FTV|GWW|NDSN|IEX,0.23172985632691884,0.35308750287851776,-0.12135764655159892
SNPS,2020-12-31,Application Software,CDNS|ISRG|COO|CPRT|ICE,DDOG|PTC|TYL|ADBE|CRM,0.8103677782869312,0.7866403245415119,0.02372745374541929
SO,2020-12-31,Electric Utilities,DOV|PNR|EXC|EVRG|CPT,WEC|PEG|FE|ETR|PPL,0.5254847937882017,0.5667040477600749,-0.041219253971873204
SPGI,2020-12-31,Financial Exchanges & Data,SBAC|PLD|AMT|HUM|WEC,FDS|MCO|NDAQ|MSCI|ICE,0.4422520656025428,0.6265269392525203,-0.18427487364997752
SRE,2020-12-31,Multi-Utilities,CPT|FTV|MAA|INVH|SO,PCG|CMS|AEE|CNP|PNW,0.5628145998143448,0.7595241784343183,-0.1967095786199735
STE,2020-12-31,Health Care Equipment,FAST|BALL|BF-B|LIN|ROP,DXCM|SYK|BSX|BDX|EW,0.477291399568958,0.49323282038147875,-0.015941420812520757
STT,2020-12-31,Asset Management & Custody Banks,CF|LVS|L|AFL|RJF,ARES|BEN|AMP|NTRS|BX,0.828371496415139,0.7888115400557305,0.039559956359408455
STX,2020-12-31,"Technology Hardware, Storage & Peripherals",KEYS|WAT|HII|SBUX|EIX,WDC|HPE|AAPL|SMCI|HPQ,-0.17396680815467683,0.5000513198506003,-0.674018128005277
SWK,2020-12-31,Industrial Machinery & Supplies & Components,VICI|WMB|NXPI|VRT|DOC,ITW|NDSN|IEX|PH|FTV,0.5852673923380636,0.728889715791247,-0.14362232345318338
